ElementId,Category,Type Name,Level,Length_m,SurfaceArea_m2,Volume_m3,StartX_m,StartY_m,StartZ_m,EndX_m,EndY_m,EndZ_m,ConnCount,ConnSizes_m
﻿1666689,Cable Trays,Ladder Cable Tray,L1,13.000000000000002,10.46000000000002,0.39000000000000118,-190.16670253194079,235.18510065889433,2.7500000000000004,-190.16670253194081,222.18510065889436,2.7500000000000004,2,
﻿1666715,Cable Trays,Ladder Cable Tray,L1,13.000000000000002,10.460000000000029,0.39000000000000146,-237.96282652553984,10.322016602244084,2.7500000000000004,-237.96282652553987,-2.6779833977559186,2.7500000000000004,2,
﻿1666782,Cable Trays,Ladder Cable Tray,L1,19.000000000000004,15.260000000000051,0.5700000000000025,274.58400468374117,-276.61741992260232,2.7500000000000004,274.58400468374123,-257.61741992260232,2.7500000000000004,2,
﻿1666783,Cable Trays,Ladder Cable Tray,L1,15.000000000000002,12.060000000000022,0.45000000000000129,281.14019693149402,-217.24120272758756,2.7500000000000004,296.14019693149402,-217.24120272758756,2.7500000000000004,2,
﻿1666784,Cable Trays,Wire Mesh Cable Tray,L1,6.0000000000000009,4.860000000000003,0.18000000000000027,294.00457929061565,-271.97114360539388,2.7500000000000004,294.00457929061565,-265.97114360539393,2.7500000000000004,2,
﻿1666785,Cable Trays,Solid Bottom Cable Tray,L1,15.000000000000002,12.060000000000022,0.45000000000000129,281.14019693149402,-278.95227423957516,2.7500000000000004,296.14019693149402,-278.95227423957522,2.7500000000000004,2,
﻿1666786,Cable Trays,Ladder Cable Tray,L1,13.000000000000002,10.46000000000002,0.39000000000000118,307.12910488287645,-210.1861257988898,2.7500000000000004,307.12910488287639,-223.1861257988898,2.7500000000000004,2,
﻿1666801,Cable Trays,Ladder Cable Tray,L1,19.000000000000004,15.260000000000051,0.5700000000000025,363.03226069919037,-305.35600039947269,2.7500000000000004,363.03226069919037,-286.35600039947263,2.7500000000000004,2,
﻿1666809,Cable Trays,Ladder Cable Tray,L1,19.000000000000004,15.260000000000051,0.5700000000000025,363.03226069919054,-218.35600039947269,2.7500000000000004,363.03226069919054,-199.35600039947269,2.7500000000000004,2,
﻿1666845,Cable Trays,Ladder Cable Tray,L1,19.000000000000004,15.260000000000051,0.5700000000000025,162.51200254876048,-175.73410378183149,2.7500000000000004,162.51200254876051,-156.73410378183146,2.7500000000000004,2,
﻿1666846,Cable Trays,Ladder Cable Tray,L1,15.000000000000002,12.060000000000022,0.45000000000000129,169.06819479651332,-156.73410378183146,2.7500000000000004,184.06819479651332,-156.73410378183146,2.7500000000000004,2,
﻿1666847,Cable Trays,Wire Mesh Cable Tray,L1,6.0000000000000009,4.860000000000003,0.18000000000000027,181.93257715563493,-171.08782746462305,2.7500000000000004,181.93257715563493,-165.08782746462305,2.7500000000000004,2,
﻿1666848,Cable Trays,Solid Bottom Cable Tray,L1,15.000000000000002,12.060000000000022,0.45000000000000129,169.06819479651332,-220.6908547164455,2.7500000000000004,184.06819479651332,-220.69085471644553,2.7500000000000004,2,
﻿1666849,Cable Trays,Ladder Cable Tray,L1,13.000000000000002,10.46000000000002,0.39000000000000118,248.78838465855529,-149.67902685313373,2.7500000000000004,248.78838465855526,-162.67902685313373,2.7500000000000004,2,
﻿1666898,Cable Trays,Ladder Cable Tray,L1,19.000000000000004,15.260000000000051,0.5700000000000025,174.51200254876045,-327.06368844709965,2.7500000000000004,174.51200254876048,-308.06368844709965,2.7500000000000004,2,
﻿1666899,Cable Trays,Ladder Cable Tray,L1,15.000000000000002,12.060000000000022,0.45000000000000129,181.06819479651335,-272.10362000778957,2.7500000000000004,196.06819479651332,-272.10362000778957,2.7500000000000004,2,
﻿1666900,Cable Trays,Wire Mesh Cable Tray,L1,6.0000000000000009,4.8600000000000305,0.1800000000000013,193.93257715563496,-322.4174121298912,2.7500000000000004,193.93257715563496,-316.41741212989115,2.7500000000000004,2,
﻿1666901,Cable Trays,Solid Bottom Cable Tray,L1,15.000000000000002,12.060000000000022,0.45000000000000129,181.06819479651335,-329.39854276407243,2.7500000000000004,196.06819479651332,-329.39854276407254,2.7500000000000004,2,
﻿1666902,Cable Trays,Ladder Cable Tray,L1,13.000000000000002,10.46000000000002,0.39000000000000118,256.89649584799213,-265.04854307909181,2.7500000000000004,256.89649584799207,-278.04854307909181,2.7500000000000004,2,
﻿1667060,Cable Trays,Ladder Cable Tray,L1,179.00000000000006,143.26000000000042,5.3700000000000223,-645.14312451164415,-145.96899162136944,2.7500000000000004,-466.14312451164409,-145.96899162136941,2.7500000000000004,2,
﻿1667097,Cable Trays,Ladder Cable Tray,L1,179.00000000000006,143.26000000000042,5.3700000000000223,-409.17129052752932,-222.64088823901056,2.7499999999999831,-230.17129052752924,-222.64088823901054,2.7499999999999831,2,
﻿1667119,Cable Trays,Ladder Cable Tray,L1,179.00000000000006,143.26000000000005,5.3700000000000019,-498.94119761784282,-0.45257136737183379,2.7500000000000338,-319.9411976178427,-0.45257136737179915,2.7500000000000338,2,
﻿1667143,Cable Trays,Ladder Cable Tray,L1,179.00000000000006,143.26000000000042,5.3700000000000223,-782.2536892228153,-390.39876265609621,2.7499999999999445,-603.25368922281518,-390.39876265609615,2.7499999999999445,2,
﻿1663926,Walls,Generic - 200mm,L1,74.376217195014775,568.02925068211266,53.676876380411436,-23.461294105683823,54.484845912830146,0.0,-23.461294105683823,-19.891371282184636,0.0,0,
﻿1663930,Walls,Generic - 200mm,L1,44.000000000000007,336.21999999999974,31.715999999999667,-23.461294105683823,-19.89137128218464,0.0,20.538705894316184,-19.89137128218464,0.0,0,
﻿1663934,Walls,Generic - 300mm,L1,74.376217195014775,582.09949412111541,80.299314570616261,20.538705894316184,-19.89137128218464,0.0,20.538705894316184,54.484845912830146,0.0,0,
﻿1663938,Walls,Generic - 150mm,L1,44.000000000000007,329.20500000000015,23.625000000000089,20.538705894316184,54.484845912830146,0.0,-23.461294105683823,54.484845912830146,0.0,0,
﻿1666319,Walls,Generic - 200mm,L1,34.0,261.16999999999979,24.605999999999739,64.986961909765398,-14.62995175905499,0.0,64.986961909765398,-48.62995175905499,0.0,0,
﻿1666320,Walls,Generic - 200mm,L1,44.000000000000007,336.21999999999969,31.715999999999653,64.986961909765398,-48.629951759054997,0.0,108.9869619097654,-48.629951759054997,0.0,0,
﻿1666321,Walls,Generic - 300mm,L1,34.000000000000007,267.16500000000013,36.693000000000147,108.9869619097654,-48.629951759054997,0.0,108.9869619097654,-14.629951759054995,0.0,0,
﻿1666322,Walls,Generic - 150mm,L1,44.000000000000007,329.20500000000004,23.625000000000082,108.9869619097654,-14.62995175905499,0.0,64.986961909765398,-14.629951759054991,0.0,0,
﻿1666403,Walls,Generic - 200mm,L1,34.0,261.1699999999999,24.605999999999742,64.98696190976554,72.370048240945025,0.0,64.98696190976554,38.370048240945025,0.0,0,
﻿1666404,Walls,Generic - 200mm,L1,44.000000000000007,336.2200000000002,31.716000000000342,64.98696190976554,38.370048240945017,0.0,108.98696190976554,38.370048240945017,0.0,0,
﻿1666405,Walls,Generic - 300mm,L1,34.000000000000007,267.16500000000019,36.693000000000147,108.98696190976554,38.370048240945017,0.0,108.98696190976554,72.37004824094501,0.0,0,
﻿1666406,Walls,Generic - 150mm,L1,44.000000000000007,329.20500000000004,23.625000000000085,108.98696190976554,72.370048240945025,0.0,64.986961909765526,72.370048240945025,0.0,0,
﻿1666489,Walls,Generic - 200mm,L1,76.621896617641212,585.09641429407407,55.293765564703463,-135.53329624066453,114.99194485858622,0.0,-135.53329624066453,38.370048240945017,0.0,0,
﻿1666490,Walls,Generic - 200mm,L1,97.731281910659547,744.57774252101296,70.40252297567514,-135.53329624066453,38.370048240945017,0.0,-37.802014330004965,38.370048240945017,0.0,0,
﻿1666491,Walls,Generic - 300mm,L1,76.621896617641198,599.61579361760164,82.724648347052806,-37.802014330004965,38.370048240945017,0.0,-37.802014330004965,114.99194485858621,0.0,0,
﻿1666492,Walls,Generic - 150mm,L1,97.731281910659561,732.18961432994683,52.639892231756363,-37.802014330004965,114.99194485858622,0.0,-135.53329624066453,114.99194485858622,0.0,0,
﻿1666575,Walls,Generic - 200mm,L1,69.960068439310049,534.46652013875746,50.497249276304885,-123.53329624066451,-0.37757136737186814,0.0,-123.53329624066451,-70.337639806681906,0.0,0,
﻿1666576,Walls,Generic - 200mm,L1,93.839393100096359,714.99938756073175,67.600363032068657,-123.53329624066451,-70.337639806681935,0.0,-29.693903140568153,-70.337639806681935,0.0,0,
﻿1666577,Walls,Generic - 300mm,L1,69.960068439310064,547.65353382661851,75.529873914455138,-29.693903140568153,-70.337639806681935,0.0,-29.693903140568153,-0.37757136737186814,0.0,0,
﻿1666578,Walls,Generic - 150mm,L1,93.839393100096373,703.00044825072268,50.538272274051863,-29.693903140568153,-0.3775713673718657,0.0,-123.53329624066453,-0.3775713673718703,0.0,0,
﻿1666657,Walls,Generic - 300mm,L1,76.621896617641198,599.81079361760158,82.751648347052793,56.243187567805954,132.41525013875574,0.0,56.243187567805954,209.03714675639694,0.0,0,
﻿1666685,Walls,Generic - 300mm,L1,76.621896617641198,599.81079361760135,82.751648347052765,-186.93061958431792,162.27323927301757,0.0,-186.93061958431792,238.89513589065874,0.0,0,
﻿1666711,Walls,Generic - 300mm,L1,76.621896617641198,599.81079361760158,82.751648347052807,-234.72674357791698,-62.589844783632707,0.0,-234.72674357791698,14.03205183400849,0.0,0,
﻿1666755,Walls,Generic - 200mm,L1,74.376217195014775,568.02925068211073,53.676876380407748,266.36518783049934,-206.47609056712534,0.0,266.36518783049934,-280.85230776214013,0.0,0,
﻿1666756,Walls,Generic - 200mm,L1,44.000000000000007,336.21999999999872,31.715999999998264,266.36518783049934,-280.85230776214019,0.0,310.36518783049934,-280.85230776214019,0.0,0,
﻿1666757,Walls,Generic - 300mm,L1,74.376217195014775,582.09949412111553,80.299314570616275,310.36518783049934,-280.85230776214019,0.0,310.36518783049934,-206.47609056712537,0.0,0,
﻿1666758,Walls,Generic - 150mm,L1,44.000000000000007,329.20499999999987,23.625000000000068,310.36518783049934,-206.47609056712534,0.0,266.36518783049928,-206.47609056712534,0.0,0,
﻿1666797,Walls,Generic - 200mm,L1,34.0,259.84000000000179,24.480000000002914,354.81344384594854,-275.5908882390105,0.0,354.81344384594854,-309.5908882390105,0.0,0,
﻿1666805,Walls,Generic - 200mm,L1,34.0,259.84000000000179,24.480000000002917,354.81344384594865,-188.59088823901047,0.0,354.81344384594865,-222.59088823901047,0.0,0,
﻿1666821,Walls,Generic - 200mm,L1,76.621896617641212,585.09641429407384,55.293765564703442,154.29318569551864,-145.9689916213693,0.0,154.29318569551864,-222.59088823901047,0.0,0,
﻿1666822,Walls,Generic - 200mm,L1,97.731281910659547,744.57774252101035,70.402522975671076,154.29318569551864,-222.59088823901047,0.0,252.02446760617818,-222.59088823901047,0.0,0,
﻿1666823,Walls,Generic - 300mm,L1,76.621896617641198,599.61579361760141,82.724648347052778,252.02446760617818,-222.59088823901047,0.0,252.02446760617818,-145.9689916213693,0.0,0,
﻿1666824,Walls,Generic - 150mm,L1,97.731281910659561,732.18961432994683,52.639892231756363,252.02446760617818,-145.9689916213693,0.0,154.29318569551862,-145.9689916213693,0.0,0,
﻿1666874,Walls,Generic - 200mm,L1,69.960068439310049,534.4665201387553,50.49724927630055,166.29318569551867,-261.33850784732738,0.0,166.29318569551867,-331.29857628663734,0.0,0,
﻿1666875,Walls,Generic - 200mm,L1,93.839393100096359,714.99938756073664,67.600363032077396,166.29318569551867,-331.29857628663746,0.0,260.13257879561502,-331.29857628663746,0.0,0,
﻿1666876,Walls,Generic - 300mm,L1,69.960068439310064,547.65353382661885,75.529873914455166,260.13257879561502,-331.29857628663746,0.0,260.13257879561502,-261.33850784732738,0.0,0,
﻿1666877,Walls,Generic - 150mm,L1,93.839393100096373,703.00044825072246,50.538272274052197,260.13257879561502,-261.33850784732738,0.0,166.29318569551862,-261.33850784732738,0.0,0,
﻿1663952,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000045,1.8900000000000075,-12.292409703677752,-16.179872269833027,1.5000000000000002,-12.29240970367772,4.8201277301669752,1.5000000000000002,2,
﻿1663980,Ducts,Radius Elbows / Tees,L1,17.000000000000004,20.580000000000041,1.5300000000000058,-10.893761095739267,47.218393686827334,1.5000000000000002,6.106238904260735,47.218393686827284,1.5000000000000002,2,
﻿1664007,Ducts,Default,L1,11.000000000000002,10.508606170523068,0.77750521291637409,10.379792641367255,-17.031478257606985,1.5000000000000002,10.379792641367272,-6.0314782576069836,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666323,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000045,1.8900000000000075,76.155846311771469,-44.91845274670338,1.5000000000000002,76.155846311771512,-23.91845274670338,1.5000000000000002,2,
﻿1666324,Ducts,Radius Elbows / Tees,L1,17.000000000000004,20.580000000000037,1.5300000000000058,77.554494919709967,-21.896403985057802,1.5000000000000002,94.554494919709967,-21.896403985057855,1.5000000000000002,2,
﻿1666325,Ducts,Default,L1,11.000000000000002,10.508606170523059,0.77750521291637431,98.828048656816478,-45.770058734477345,1.5000000000000002,98.828048656816492,-34.770058734477338,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666407,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000045,1.8900000000000075,76.155846311771612,42.081547253296634,1.5000000000000002,76.15584631177164,63.081547253296634,1.5000000000000002,2,
﻿1666408,Ducts,Radius Elbows / Tees,L1,17.000000000000004,20.580000000000037,1.5300000000000058,77.554494919710109,65.103596014942212,1.5000000000000002,94.554494919710109,65.103596014942156,1.5000000000000002,2,
﻿1666409,Ducts,Default,L1,11.000000000000002,10.508606170523059,0.77750521291637431,98.82804865681662,41.229941265522669,1.5000000000000002,98.828048656816634,52.229941265522676,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666493,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000056,1.8900000000000079,-124.36441183865844,84.703443870937832,1.5000000000000002,-124.36441183865841,105.70344387093785,1.5000000000000002,2,
﻿1666494,Ducts,Radius Elbows / Tees,L1,17.000000000000004,20.580000000000037,1.5300000000000058,-122.96576323071996,107.72549263258341,1.5000000000000002,-105.96576323071996,107.72549263258335,1.5000000000000002,2,
﻿1666495,Ducts,Default,L1,11.000000000000002,10.50860617052307,0.77750521291637742,-47.960927582953886,41.229941265522683,1.5000000000000002,-47.960927582953865,52.229941265522683,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666579,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000045,1.8900000000000075,-112.36441183865844,-66.626140794330297,1.5000000000000002,-112.3644118386584,-45.626140794330304,1.5000000000000002,2,
﻿1666580,Ducts,Radius Elbows / Tees,L1,17.000000000000004,20.580000000000016,1.5300000000000038,-110.96576323071994,-7.6440235933746807,1.5000000000000002,-93.965763230719944,-7.6440235933747349,1.5000000000000002,2,
﻿1666581,Ducts,Default,L1,11.000000000000002,10.50860617052307,0.77750521291637742,-39.852816393517074,-67.477746782104262,1.5000000000000002,-39.852816393517053,-56.477746782104262,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666658,Ducts,Default,L1,11.000000000000002,10.508606170523063,0.77750521291637675,46.084274314857034,135.27514316333341,1.5000000000000002,46.084274314857048,146.27514316333341,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666686,Ducts,Default,L1,11.000000000000002,10.508606170523075,0.77750521291637997,-197.0895328372668,165.13313229759524,1.5000000000000002,-197.0895328372668,176.13313229759524,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666712,Ducts,Default,L1,11.000000000000002,10.508606170523084,0.77750521291638064,-244.88565683086586,-59.72995175905502,1.5000000000000002,-244.88565683086586,-48.72995175905502,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666759,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000056,1.8900000000000079,277.53407223250537,-277.14080874978856,1.5000000000000002,277.53407223250542,-256.1408087497885,1.5000000000000002,2,
﻿1666760,Ducts,Radius Elbows / Tees,L1,17.000000000000004,20.580000000000059,1.5300000000000069,278.93272084044389,-213.74254279312817,1.5000000000000002,295.93272084044389,-213.74254279312825,1.5000000000000002,2,
﻿1666761,Ducts,Default,L1,11.000000000000002,10.508606170523075,0.77750521291637997,300.2062745775504,-277.99241473756251,1.5000000000000002,300.20627457755046,-266.99241473756251,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666798,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000056,1.8900000000000079,365.98232824795463,-305.87938922665887,1.5000000000000002,365.98232824795463,-284.87938922665887,1.5000000000000002,2,
﻿1666806,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000056,1.8900000000000079,365.9823282479548,-218.87938922665887,1.5000000000000002,365.9823282479548,-197.87938922665887,1.5000000000000002,2,
﻿1666825,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000056,1.8900000000000079,165.46207009752473,-176.25749260901767,1.5000000000000002,165.46207009752476,-155.25749260901767,1.5000000000000002,2,
﻿1666826,Ducts,Radius Elbows / Tees,L1,17.000000000000004,20.580000000000059,1.5300000000000069,166.8607187054632,-153.2354438473721,1.5000000000000002,183.8607187054632,-153.23544384737215,1.5000000000000002,2,
﻿1666827,Ducts,Default,L1,11.000000000000002,10.508606170523075,0.77750521291637997,241.86555435322927,-219.73099521443282,1.5000000000000002,241.8655543532293,-208.73099521443282,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666878,Ducts,Radius Elbows / Tees,L1,21.0,25.380000000000056,1.8900000000000079,177.4620700975247,-327.58707727428583,1.5000000000000002,177.46207009752473,-306.58707727428578,1.5000000000000002,2,
﻿1666879,Ducts,Radius Elbows / Tees,L1,17.000000000000004,20.580000000000059,1.5300000000000069,178.8607187054632,-268.60496007333023,1.5000000000000002,195.86071870546323,-268.60496007333029,1.5000000000000002,2,
﻿1666880,Ducts,Default,L1,11.000000000000002,10.508606170523075,0.77750521291637997,249.97366554266608,-328.43868326205978,1.5000000000000002,249.97366554266611,-317.43868326205978,1.5000000000000002,2,D=0.3000;D=0.3000
﻿1666987,Ducts,Radius Elbows / Tees,L1,245.03341610874071,564.08685705010225,62.483521107728258,-150.47892118903076,292.67084391023764,1.5000000000000002,94.554494919709953,292.67084391023684,1.5000000000000002,2,
﻿1667026,Ducts,Radius Elbows / Tees,L1,245.03341610874071,1226.487080543696,161.72205463176783,-470.48118799310987,-309.16588823901026,1.4999999999998628,-225.44777188436913,-309.16588823901105,1.4999999999998628,2,
﻿1663903,Floors,Generic 300mm,L1,,3038.7999999999997,448.79999999999995,,,,,,,0,
﻿1664032,Floors,Concrete 250mm,L2,,3065.9249999999997,378.33750000000003,,,,,,,0,
﻿1666313,Floors,Generic 300mm,L1,,3038.7999999999997,448.79999999999995,,,,,,,0,
﻿1666328,Floors,Concrete 250mm,L2,,3065.9250000000002,378.33750000000009,,,,,,,0,
﻿1666397,Floors,Generic 300mm,L1,,3038.7999999999997,448.7999999999999,,,,,,,0,
﻿1666412,Floors,Concrete 250mm,L2,,3065.9250000000002,378.33750000000015,,,,,,,0,
﻿1666483,Floors,Generic 300mm,L1,,15081.324264853185,2246.5068536604308,,,,,,,0,
﻿1666498,Floors,Concrete 250mm,L2,,6859.2737989700672,849.84223133265573,,,,,,,0,
﻿1666569,Floors,Generic 300mm,L1,,13228.300404095766,1969.5031090758177,,,,,,,0,
﻿1666584,Floors,Concrete 250mm,L2,,3065.9249999999997,378.33749999999992,,,,,,,0,
﻿1666749,Floors,Generic 300mm,L1,,3038.8000000000006,448.80000000000013,,,,,,,0,
﻿1666764,Floors,Concrete 250mm,L2,,3065.9249999999975,378.33749999999975,,,,,,,0,
﻿1666815,Floors,Generic 300mm,L1,,15081.324264853183,2246.5068536604304,,,,,,,0,
﻿1666830,Floors,Concrete 250mm,L2,,6859.2737989700672,849.84223133265596,,,,,,,0,
﻿1666868,Floors,Generic 300mm,L1,,13228.300404095762,1969.5031090758173,,,,,,,0,
﻿1666883,Floors,Concrete 250mm,L2,,3065.9250000000002,378.33750000000009,,,,,,,0,
﻿1664105,Pipes,Standard,L1,8.0000000000000018,3.866707216411752,0.14592444019349188,14.532099056750523,-15.503565092309202,2.7500000000000004,14.532099056750535,-7.5035650923092003,2.7500000000000004,2,D=0.1500;D=0.1500
﻿1664123,Pipes,Standard,L1,7.0000000000000009,0.84014260153459031,0.0079802428230817454,14.532099056750553,45.463679324079941,2.7500000000000004,7.5320990567505524,45.463679324079969,2.7500000000000004,2,D=0.0400;D=0.0400
﻿1664143,Pipes,Standard,L1,21.0,10.090830581703841,0.38305165550791676,-16.864120666929189,49.473153271476257,2.7500000000000004,4.1358793330708119,49.473153271476193,2.7500000000000004,2,D=0.1500;D=0.1500
﻿1664157,Pipes,Standard,L1,24.000000000000004,11.527166742925097,0.43777332058047591,-19.514450903343707,-17.542280658781909,2.7500000000000004,-19.514450903343668,6.4577193412180955,2.7500000000000004,2,D=0.1500;D=0.1500
﻿1664173,Pipes,Standard,L1,11.55395120867645,1.1540386343215205,0.009147156370166061,-7.4180718756056363,-13.940549824680124,2.7500000000000004,4.1358793330708137,-13.940549824680161,2.7500000000000004,2,D=0.0320;D=0.0320
﻿1666336,Pipes,Standard,L1,8.0000000000000018,3.8667072164117537,0.14592444019349193,102.98035507219974,-44.242145569179556,2.7500000000000004,102.98035507219976,-36.242145569179556,2.7500000000000004,2,D=0.1500;D=0.1500
﻿1666338,Pipes,Standard,L1,7.0000000000000009,0.84014260153459031,0.0079802428230815996,102.98035507219977,-23.651118347805198,2.7500000000000004,95.980355072199771,-23.651118347805177,2.7500000000000004,2,D=0.0400;D=0.0400
﻿1666340,Pipes,Standard,L1,21.0,10.090830581703846,0.38305165550791692,71.584135348520036,-19.641644400408872,2.7500000000000004,92.58413534852005,-19.641644400408936,2.7500000000000004,2,D=0.1500;D=0.1500
